n;date_hour;t_puna;ilum_puna;t_forest;ilum_forest;temp_puna;hr_puna;temp_forest;hr_forest
8641;10/13/25 12:00:00PM;4.415;0;4.623;0;8.568;95.614;13.04;95.797
8642;10/13/25 12:30:00PM;4.207;40;4.207;3;7.695;98.6;9.312;97.688
8643;10/13/25 01:00:00PM;5.244;73;4.207;10;6.712;99.205;8.245;98.95
8644;10/13/25 01:30:00PM;8.082;1152;5.552;136;4.766;99.188;4.48;99.829
8645;10/13/25 02:00:00PM;10.455;1536;6.674;117;4.61;96.175;5.539;100
8646;10/13/25 02:30:00PM;16.332;1344;5.962;28;5.154;98.474;5.898;100
8647;10/13/25 03:00:00PM;18.426;1984;6.471;136;6.306;99.091;6.914;100
8648;10/13/25 03:30:00PM;11.916;992;7.682;216;7.015;97.378;7.92;100
8649;10/13/25 04:00:00PM;10.063;672;8.581;336;7.318;95.826;8.22;100
8650;10/13/25 04:30:00PM;11.041;896;8.978;304;7.066;93.733;8.17;100
8651;10/13/25 05:00:00PM;16.808;3584;9.472;672;6.357;89.724;7.318;100
8652;10/13/25 05:30:00PM;12.69;1728;8.978;320;6.102;88.969;6.484;100
8653;10/13/25 06:00:00PM;10.651;704;9.176;144;5.949;90.639;6.153;100
8654;10/13/25 06:30:00PM;17.57;3072;12.013;1344;5.745;90.638;5.975;100
8655;10/13/25 07:00:00PM;19.853;5632;11.625;960;5.308;90.577;5.642;100
8656;10/13/25 07:30:00PM;9.866;768;10.553;115;4.947;91.846;5.024;100
8657;10/13/25 08:00:00PM;8.082;256;8.978;144;4.74;92.444;4.792;100
8658;10/13/25 08:30:00PM;4.207;112;4.519;23;4.792;93.356;4.61;100
8659;10/13/25 09:00:00PM;5.244;101;4.831;18;5.437;90.914;4.714;100
8660;10/13/25 09:30:00PM;5.141;224;5.45;41;5.385;89.988;4.376;100
8661;10/13/25 10:00:00PM;7.079;704;6.166;144;5.693;89.199;4.376;100
8662;10/13/25 10:30:00PM;9.077;992;7.983;248;5.076;89.554;4.35;100
8663;10/13/25 11:00:00PM;8.581;800;8.182;216;4.298;92.478;4.22;100
8664;10/13/25 11:30:00PM;9.669;800;8.282;240;3.985;92.171;3.985;100
8665;10/14/25 12:00:00AM;6.775;240;7.882;83;3.906;92.025;3.854;100
8666;10/14/25 12:30:00AM;5.757;43;6.877;14;3.906;94.754;3.775;100
8667;10/14/25 01:00:00AM;5.552;0;6.37;0;4.921;90.073;3.985;100
8668;10/14/25 01:30:00AM;5.45;0;6.166;0;4.376;91.346;4.089;100
8669;10/14/25 02:00:00AM;4.934;0;5.962;0;5.102;90.524;4.532;100
8670;10/14/25 02:30:00AM;4.207;0;5.45;0;5.847;88.213;4.973;100
8671;10/14/25 03:00:00AM;3.788;0;4.934;0;5.949;87.724;5.076;100
8672;10/14/25 03:30:00AM;3.998;0;4.623;0;6.077;86.256;5.102;100
8673;10/14/25 04:00:00AM;4.519;0;4.831;0;6.102;86.21;5.128;100
8674;10/14/25 04:30:00AM;4.102;0;4.519;0;5.949;87.002;5.179;100
8675;10/14/25 05:00:00AM;4.207;0;4.207;0;5.693;88.175;5.205;100
8676;10/14/25 05:30:00AM;2.943;0;4.311;0;5.77;88.707;5.282;100
8677;10/14/25 06:00:00AM;2.73;0;4.102;0;5.745;89.365;5.745;100
8678;10/14/25 06:30:00AM;1.656;0;3.893;0;5.514;90.883;5.872;100
8679;10/14/25 07:00:00AM;1.221;0;3.578;0;5.231;93.373;6;100
8680;10/14/25 07:30:00AM;1.548;0;3.472;0;5.128;94.341;6.051;100
8681;10/14/25 08:00:00AM;2.195;0;3.367;0;5.36;95.147;6.331;100
8682;10/14/25 08:30:00AM;1.764;0;3.261;0;6.026;94.532;6.535;100
8683;10/14/25 09:00:00AM;3.367;0;3.788;0;7.268;91.536;7.041;100
8684;10/14/25 09:30:00AM;4.102;0;3.998;0;8.02;90.605;7.995;100
8685;10/14/25 10:00:00AM;4.207;0;4.519;0;9.213;87.85;9.188;100
8686;10/14/25 10:30:00AM;5.037;0;4.727;0;10.222;80.127;9.78;96.492
8687;10/14/25 11:00:00AM;5.141;0;4.831;0;11.759;76.092;10.883;93.056
8688;10/14/25 11:30:00AM;5.347;0;4.934;0;10.565;82.473;12.823;91.563
8689;10/14/25 12:00:00PM;5.244;0;4.934;0;11.832;85.577;12.678;91.812
8690;10/14/25 12:30:00PM;5.347;28;5.037;5;11.759;87.47;10.883;96.186
8691;10/14/25 01:00:00PM;5.552;108;5.244;25;9.064;91.845;10.687;96.209
8692;10/14/25 01:30:00PM;5.86;184;5.45;35;7.72;95.435;9.089;97.154
8693;10/14/25 02:00:00PM;5.962;248;5.757;56;6.23;95.531;8.444;98.711
8694;10/14/25 02:30:00PM;5.45;136;5.86;27;7.519;97.862;7.419;99.6
8695;10/14/25 03:00:00PM;6.268;272;6.166;65;11.783;92.645;10.516;99.537
8696;10/14/25 03:30:00PM;7.179;432;6.573;119;8.717;92.877;9.312;97.763
8697;10/14/25 04:00:00PM;10.357;1152;6.775;216;6.914;98.676;8.12;98.965
8698;10/14/25 04:30:00PM;10.846;1216;7.782;256;6.357;98.91;7.82;99.86
8699;10/14/25 05:00:00PM;14.613;2432;8.879;512;6.458;99.036;7.82;100
8700;10/14/25 05:30:00PM;16.427;2816;9.965;672;6.56;99.162;7.82;100
8701;10/14/25 06:00:00PM;19.567;2688;10.846;800;6;99.344;7.393;100
8702;10/14/25 06:30:00PM;19.662;3072;11.528;1024;5.385;99.412;6.813;100
8703;10/14/25 07:00:00PM;15.76;2048;15.378;2048;5.565;99.124;6.458;100
8704;10/14/25 07:30:00PM;15.951;1344;11.916;320;5.872;99.138;6.484;100
8705;10/14/25 08:00:00PM;17.284;864;11.334;208;6.026;99.303;6.56;100
8706;10/14/25 08:30:00PM;9.866;384;10.259;74;6.051;98.629;6.458;100
8707;10/14/25 09:00:00PM;9.176;288;9.176;118;5.975;96.056;6.204;100
8708;10/14/25 09:30:00PM;7.983;576;6.573;200;5.179;98.918;5.949;100
8709;10/14/25 10:00:00PM;12.594;4096;8.382;480;5.334;99.373;6.102;100
8710;10/14/25 10:30:00PM;12.11;1472;9.768;232;4.792;99.461;5.693;100
8711;10/14/25 11:00:00PM;7.782;232;8.879;41;5.179;99.499;5.719;100
8712;10/14/25 11:30:00PM;7.381;119;7.882;26;4.895;99.442;5.462;100
8713;10/15/25 12:00:00AM;6.775;117;7.983;25;5.308;98.031;5.205;100
8714;10/15/25 12:30:00AM;6.978;19;7.782;2;4.22;98.647;5.076;100
8715;10/15/25 01:00:00AM;6.268;0;7.682;0;5.282;98.17;5.36;100
8716;10/15/25 01:30:00AM;5.552;0;7.28;0;5.257;99.061;5.745;100
8717;10/15/25 02:00:00AM;5.037;0;6.877;0;5.179;99.257;5.847;100
8718;10/15/25 02:30:00AM;5.552;0;6.471;0;5.308;99.487;5.949;100
8719;10/15/25 03:00:00AM;5.86;0;6.573;0;5.385;99.557;6.153;100
8720;10/15/25 03:30:00AM;5.655;0;6.674;0;5.437;99.765;6.204;100
8721;10/15/25 04:00:00AM;5.141;0;6.268;0;5.385;99.702;6.179;100
8722;10/15/25 04:30:00AM;4.519;0;5.962;0;5.437;99.814;6.23;100
8723;10/15/25 05:00:00AM;5.141;0;6.064;0;5.642;99.872;6.357;100
8724;10/15/25 05:30:00AM;4.207;0;5.962;0;5.719;99.991;6.433;100
8725;10/15/25 06:00:00AM;4.207;0;5.552;0;5.565;100;6.306;100
8726;10/15/25 06:30:00AM;4.102;0;5.347;0;5.179;100;6.509;100
8727;10/15/25 07:00:00AM;3.367;0;5.037;0;5.179;100;6.255;100
8728;10/15/25 07:30:00AM;4.102;0;4.934;0;4.869;100;5.872;100
8729;10/15/25 08:00:00AM;3.683;0;4.727;0;4.35;100;5.334;100
8730;10/15/25 08:30:00AM;4.934;0;5.037;0;3.985;100;5.179;100
8731;10/15/25 09:00:00AM;4.934;0;5.347;0;3.88;100;5.076;100
8732;10/15/25 09:30:00AM;5.244;0;5.552;0;3.248;100;4.584;100
8733;10/15/25 10:00:00AM;5.244;0;5.655;0;3.617;100;4.74;100
8734;10/15/25 10:30:00AM;5.655;0;5.86;0;4.35;100;5.282;100
8735;10/15/25 11:00:00AM;5.347;0;5.86;0;4.662;100;5.796;100
8736;10/15/25 11:30:00AM;5.45;0;5.962;0;6.687;100;6.94;100
8737;10/15/25 12:00:00PM;5.655;0;5.962;0;7.242;99.891;7.82;100
8738;10/15/25 12:30:00PM;5.86;3;6.166;0;6.965;99.618;8.767;100
8739;10/15/25 01:00:00PM;5.757;21;6.37;2;7.619;99.315;9.188;99.757
8740;10/15/25 01:30:00PM;5.757;24;6.268;4;8.419;96.224;10.173;98.697
8741;10/15/25 02:00:00PM;5.45;80;6.268;19;8.27;96.93;8.618;97.299
8742;10/15/25 02:30:00PM;5.347;184;6.166;21;7.343;97.122;9.558;97.881
8743;10/15/25 03:00:00PM;5.037;232;5.655;45;7.645;96.387;8.419;97.021
8744;10/15/25 03:30:00PM;4.831;184;5.45;34;7.519;91.804;7.645;95.14
8745;10/15/25 04:00:00PM;4.727;288;5.347;102;7.77;86.613;10.198;96.605
8746;10/15/25 04:30:00PM;4.934;432;5.244;109;7.67;80.987;9.731;92.477
8747;10/15/25 05:00:00PM;5.244;672;5.347;168;7.091;79.921;7.167;94.687
8748;10/15/25 05:30:00PM;5.757;1088;5.45;232;6.255;82.844;5.796;97.874
8749;10/15/25 06:00:00PM;7.079;1344;6.064;288;5.668;83.208;5.437;99.282
8750;10/15/25 06:30:00PM;9.373;1728;6.573;384;5.77;84.516;5.154;99.974
8751;10/15/25 07:00:00PM;12.594;2688;8.68;864;6.306;83.014;4.973;100
8752;10/15/25 07:30:00PM;11.722;2432;9.965;864;6.23;85.851;4.792;100
8753;10/15/25 08:00:00PM;12.207;2304;11.625;864;5.796;91.208;5.179;100
8754;10/15/25 08:30:00PM;13.654;1792;9.965;960;4.947;92.323;5.719;100
8755;10/15/25 09:00:00PM;13.75;1664;11.041;800;5.36;89.88;5.411;100
8756;10/15/25 09:30:00PM;13.269;3072;10.063;480;4.895;91.153;5.437;100
8757;10/15/25 10:00:00PM;11.334;2176;9.373;416;5.076;90.112;5.231;100
8758;10/15/25 10:30:00PM;12.401;1152;9.176;200;4.895;89.863;4.973;100
8759;10/15/25 11:00:00PM;11.236;1984;7.682;176;4.766;90.008;5.076;100
8760;10/15/25 11:30:00PM;10.357;960;8.879;416;5.257;88.681;4.662;100
8761;10/16/25 12:00:00AM;7.983;416;7.682;248;5.539;87.417;4.921;100
8762;10/16/25 12:30:00AM;5.347;51;6.37;12;5.539;87.057;5.05;100
8763;10/16/25 01:00:00AM;3.578;0;5.552;0;5.385;86.399;5.024;100
8764;10/16/25 01:30:00AM;3.998;0;5.45;0;5.257;86.446;4.766;100
8765;10/16/25 02:00:00AM;3.578;0;5.141;0;5.334;87.006;4.895;100
8766;10/16/25 02:30:00AM;4.727;0;4.934;0;5.076;88.534;4.869;100
8767;10/16/25 03:00:00AM;5.347;0;4.831;0;4.999;88.617;4.895;100
8768;10/16/25 03:30:00AM;5.244;0;5.552;0;5.076;89.325;4.818;100
8769;10/16/25 04:00:00AM;4.934;0;5.347;0;4.714;89.716;4.895;100
8770;10/16/25 04:30:00AM;4.727;0;5.347;0;4.714;90.273;4.766;100
8771;10/16/25 05:00:00AM;4.831;0;5.347;0;3.906;91.3;4.35;100
8772;10/16/25 05:30:00AM;3.893;0;5.244;0;4.947;91.166;4.584;100
8773;10/16/25 06:00:00AM;4.519;0;5.141;0;6.914;88.297;5.179;100
8774;10/16/25 06:30:00AM;3.683;0;4.934;0;5.847;90.486;5.282;100
8775;10/16/25 07:00:00AM;4.415;0;4.831;0;8.12;85.072;5.514;100
8776;10/16/25 07:30:00AM;5.347;0;4.934;0;7.318;88.629;6.864;100
8777;10/16/25 08:00:00AM;4.831;0;5.037;0;8.02;89.062;7.92;100
8778;10/16/25 08:30:00AM;4.415;0;4.831;0;6.611;95.137;7.87;100
8779;10/16/25 09:00:00AM;4.727;0;4.831;0;7.645;94.012;8.767;99.589
8780;10/16/25 09:30:00AM;4.623;0;4.934;0;7.041;95.552;8.742;99.188
8781;10/16/25 10:00:00AM;4.311;0;4.831;0;7.494;95.1;8.717;98.639
8782;10/16/25 10:30:00AM;4.102;0;4.831;0;7.695;96.152;8.941;97.064
8783;10/16/25 11:00:00AM;4.519;0;4.831;0;7.995;93.676;9.46;96.556
8784;10/16/25 11:30:00AM;3.998;0;4.831;0;9.188;87.583;9.361;95.173
8785;10/16/25 12:00:00PM;3.578;0;4.623;0;9.287;90.127;10.247;92.968
8786;10/16/25 12:30:00PM;3.578;75;4.415;9;10.149;90.447;12.992;90.927
8787;10/16/25 01:00:00PM;5.45;432;4.623;49;9.064;91.947;10.124;92.988
8788;10/16/25 01:30:00PM;7.582;400;5.45;58;8.444;93.465;9.632;95.27
8789;10/16/25 02:00:00PM;9.571;864;5.244;91;8.767;92.177;9.632;95.346
8790;10/16/25 02:30:00PM;12.304;992;6.775;304;8.469;92.482;10.467;92.82
8791;10/16/25 03:00:00PM;11.528;1024;7.582;232;11.686;85.649;9.854;94.394
8792;10/16/25 03:30:00PM;9.571;512;8.182;208;8.742;92.782;10.247;95.914
8793;10/16/25 04:00:00PM;11.819;1152;8.382;496;7.293;96.688;8.941;95.212
8794;10/16/25 04:30:00PM;9.866;992;8.978;336;6.914;92.761;8.344;96.303
8795;10/16/25 05:00:00PM;10.553;1088;8.481;416;6.051;94.289;8.12;97.534
8796;10/16/25 05:30:00PM;10.944;768;9.768;432;5.488;92.89;6.737;97.301
8797;10/16/25 06:00:00PM;13.558;1024;10.846;608;5.693;93.045;6.026;98.744
8798;10/16/25 06:30:00PM;11.916;1664;10.259;480;5.591;93.218;5.719;99.41
8799;10/16/25 07:00:00PM;18.045;1984;12.98;2688;5.076;96.254;5.385;99.896
8800;10/16/25 07:30:00PM;15.473;3584;11.819;304;5.282;93.137;5.128;100
8801;10/16/25 08:00:00PM;25.805;5376;13.75;416;5.591;92.089;5.154;100
8802;10/16/25 08:30:00PM;14.996;1920;11.625;512;6.204;93.405;5.847;100
8803;10/16/25 09:00:00PM;21.187;1856;10.748;304;6.408;92.78;6.204;100
8804;10/16/25 09:30:00PM;16.046;800;14.038;480;5.847;94.758;5.847;100
8805;10/16/25 10:00:00PM;14.709;1152;11.819;384;5.898;96.75;6;100
8806;10/16/25 10:30:00PM;18.331;2176;9.965;256;5.693;95.93;6.102;100
8807;10/16/25 11:00:00PM;9.275;232;9.472;136;5.693;91.232;6.23;100
8808;10/16/25 11:30:00PM;7.481;368;8.481;60;5.128;92.044;5.898;100
8809;10/17/25 12:00:00AM;7.381;480;7.582;57;4.636;95.272;5.205;100
8810;10/17/25 12:30:00AM;4.727;60;7.582;11;4.999;97.261;5.539;100
8811;10/17/25 01:00:00AM;3.788;0;6.471;0;5.231;96.738;5.898;100
8812;10/17/25 01:30:00AM;3.788;0;5.962;0;5.154;97.304;5.949;100
8813;10/17/25 02:00:00AM;4.102;0;5.45;0;5.128;98.272;6.051;100
8814;10/17/25 02:30:00AM;3.367;0;5.037;0;5.128;98.029;6.026;100
8815;10/17/25 03:00:00AM;3.893;0;4.727;0;4.999;98.139;5.898;100
8816;10/17/25 03:30:00AM;5.037;0;4.934;0;4.766;97.197;5.668;100
8817;10/17/25 04:00:00AM;5.552;0;5.552;0;5.179;97.091;5.282;100
8818;10/17/25 04:30:00AM;4.831;0;5.552;0;4.869;95.508;5.179;100
8819;10/17/25 05:00:00AM;5.244;0;5.655;0;4.766;94.541;5.076;100
8820;10/17/25 05:30:00AM;5.244;0;5.757;0;5.024;92.543;5.024;100
8821;10/17/25 06:00:00AM;5.244;0;5.962;0;6.611;88.428;4.818;100
8822;10/17/25 06:30:00AM;4.519;0;5.757;0;9.238;83.586;5.128;100
8823;10/17/25 07:00:00AM;3.683;0;5.45;0;9.361;87.991;6.458;100
8824;10/17/25 07:30:00AM;4.311;0;5.244;0;8.369;94.682;7.569;100
8825;10/17/25 08:00:00AM;4.934;0;5.552;0;8.519;95.35;8.319;100
8826;10/17/25 08:30:00AM;5.037;0;5.655;0;7.67;97.064;8.568;100
8827;10/17/25 09:00:00AM;5.141;0;5.757;0;7.82;95.612;9.657;100
8828;10/17/25 09:30:00AM;5.037;0;5.757;0;7.167;97.345;9.163;98.862
8829;10/17/25 10:00:00AM;5.037;0;5.86;0;7.318;96.918;8.817;98.518
8830;10/17/25 10:30:00AM;4.519;0;5.655;0;7.343;98.747;8.27;99.547
8831;10/17/25 11:00:00AM;3.788;0;5.347;0;7.72;97.473;10.541;98.998
8832;10/17/25 11:30:00AM;3.683;0;5.244;0;8.07;97.57;9.238;98.586
8833;10/17/25 12:00:00PM;2.943;0;5.037;0;8.618;98.809;8.469;99.75
8834;10/17/25 12:30:00PM;3.683;99;4.934;16;8.817;97.353;9.386;100
8835;10/17/25 01:00:00PM;3.683;288;4.727;18;8.419;97.864;10.932;100
8836;10/17/25 01:30:00PM;6.471;608;4.623;26;8.568;98.795;10.394;99.503
8837;10/17/25 02:00:00PM;13.461;1408;5.45;232;9.04;98.407;11.856;97.306
8838;10/17/25 02:30:00PM;10.553;1152;7.179;152;9.262;98.914;9.829;99.147
8839;10/17/25 03:00:00PM;10.651;1536;7.983;272;7.569;99.202;9.04;99.69
8840;10/17/25 03:30:00PM;10.651;800;8.182;352;8.22;99.091;9.312;99.644
8841;10/17/25 04:00:00PM;11.041;1408;9.571;512;7.217;99.592;8.394;100
8842;10/17/25 04:30:00PM;9.768;800;9.866;464;7.343;99.725;8.469;100
8843;10/17/25 05:00:00PM;14.421;2560;9.373;576;6.611;99.761;8.12;100
8844;10/17/25 05:30:00PM;7.983;768;8.182;105;6.255;99.805;7.77;100
8845;10/17/25 06:00:00PM;14.134;2560;10.455;608;6.408;99.897;7.619;100
8846;10/17/25 06:30:00PM;13.654;1152;11.916;512;6.051;99.941;7.419;100
8847;10/17/25 07:00:00PM;10.357;960;8.779;112;6.051;99.941;7.318;100
8848;10/17/25 07:30:00PM;13.846;1728;8.978;368;6.281;100;7.167;100
8849;10/17/25 08:00:00PM;15.091;2688;9.571;272;5.616;100;7.091;100
8850;10/17/25 08:30:00PM;12.11;2176;10.259;512;5.949;100;6.94;100
8851;10/17/25 09:00:00PM;17.475;2560;11.819;2048;5.924;100;7.015;100
8852;10/17/25 09:30:00PM;10.553;480;10.161;113;6.051;100;7.091;100
8853;10/17/25 10:00:00PM;9.965;864;9.866;90;5.076;100;6.255;100
8854;10/17/25 10:30:00PM;12.883;1344;9.571;144;4.766;100;5.796;100
8855;10/17/25 11:00:00PM;8.182;117;9.077;27;4.973;100;5.308;100
8856;10/17/25 11:30:00PM;8.182;304;8.382;32;5.308;100;5.591;100
8857;10/18/25 12:00:00AM;7.682;216;8.481;76;5.128;100;5.437;100
8858;10/18/25 12:30:00AM;6.471;144;7.983;35;5.205;99.941;5.128;100
8859;10/18/25 01:00:00AM;6.573;0;7.882;0;5.36;99.84;5.437;100
8860;10/18/25 01:30:00AM;6.37;0;7.682;0;5.591;99.809;5.462;100
8861;10/18/25 02:00:00AM;6.471;0;7.381;0;5.642;99.727;5.488;100
8862;10/18/25 02:30:00AM;6.166;0;7.079;0;5.668;99.759;5.539;100
8863;10/18/25 03:00:00AM;5.552;0;7.179;0;6.382;99.574;5.796;100
8864;10/18/25 03:30:00AM;5.347;0;6.978;0;6.153;99.558;5.898;100
8865;10/18/25 04:00:00AM;6.166;0;6.978;0;6.153;99.193;5.872;100
8866;10/18/25 04:30:00AM;6.268;0;7.079;0;6.153;99.096;5.745;100
8867;10/18/25 05:00:00AM;3.893;0;6.775;0;5.924;98.885;5.462;100
8868;10/18/25 05:30:00AM;3.998;0;5.962;0;6.255;97.315;5.642;100
8869;10/18/25 06:00:00AM;3.049;0;5.552;0;6.509;94.711;5.949;100
8870;10/18/25 06:30:00AM;3.367;0;5.347;0;7.192;94.544;6.56;100
8871;10/18/25 07:00:00AM;3.788;0;5.037;0;8.444;95.455;7.72;100
8872;10/18/25 07:30:00AM;3.049;0;4.934;0;9.485;94.498;8.319;100
8873;10/18/25 08:00:00AM;3.893;0;4.623;0;10.736;93.735;8.99;100
8874;10/18/25 08:30:00AM;3.893;0;4.831;0;9.46;91.869;8.965;100
8875;10/18/25 09:00:00AM;4.102;0;4.934;0;8.99;94.418;9.583;100
8876;10/18/25 09:30:00AM;4.415;0;5.037;0;8.965;95.017;9.805;100
8877;10/18/25 10:00:00AM;4.727;0;5.141;0;7.97;97.839;9.657;100
8878;10/18/25 10:30:00AM;4.831;0;5.347;0;8.394;98.352;9.632;99.931
8879;10/18/25 11:00:00AM;4.934;0;5.45;0;8.866;97.516;10.712;100
8880;10/18/25 11:30:00AM;4.519;0;5.347;0;8.941;99.022;10.149;100
8881;10/18/25 12:00:00PM;3.788;0;5.141;0;8.568;99.287;9.213;100
8882;10/18/25 12:30:00PM;4.519;39;5.244;3;8.717;99.28;9.928;100
8883;10/18/25 01:00:00PM;5.244;208;5.45;32;8.02;98.838;10.198;100
8884;10/18/25 01:30:00PM;6.978;416;5.86;86;8.469;99.603;9.485;100
8885;10/18/25 02:00:00PM;9.571;800;6.877;128;8.519;99.126;10.124;100
8886;10/18/25 02:30:00PM;14.421;1152;7.782;256;7.318;99.669;8.965;100
8887;10/18/25 03:00:00PM;13.75;1280;9.077;368;7.217;99.884;8.27;100
8888;10/18/25 03:30:00PM;14.517;992;9.472;256;5.411;99.951;6.687;100
8889;10/18/25 04:00:00PM;13.076;1088;9.768;288;5.102;99.959;6.408;100
8890;10/18/25 04:30:00PM;13.558;1024;9.768;272;5.924;99.856;6.788;100
8891;10/18/25 05:00:00PM;11.916;496;9.571;176;6.357;99.494;7.116;100
8892;10/18/25 05:30:00PM;11.625;800;9.866;288;5.796;99.674;6.864;100
8893;10/18/25 06:00:00PM;16.999;2176;10.944;576;5.693;98.869;6.535;100
8894;10/18/25 06:30:00PM;13.942;2432;10.063;224;5.796;95.265;5.949;100
8895;10/18/25 07:00:00PM;10.259;704;9.472;136;5.488;97.739;5.693;100
8896;10/18/25 07:30:00PM;11.431;992;9.472;184;5.179;99.305;5.719;100
8897;10/18/25 08:00:00PM;14.421;1664;9.866;352;5.179;99.402;5.591;100
8898;10/18/25 08:30:00PM;10.357;768;9.472;118;4.895;99.37;5.462;100
8899;10/18/25 09:00:00PM;15.282;1536;10.259;336;5.231;99.61;5.437;100
8900;10/18/25 09:30:00PM;8.382;75;9.373;32;5.437;99.717;5.591;100
8901;10/18/25 10:00:00PM;7.882;102;8.382;13;5.437;97.75;5.539;100
8902;10/18/25 10:30:00PM;6.268;26;6.877;3;5.796;96.5;5.437;100
8903;10/18/25 11:00:00PM;5.244;54;6.674;9;6.102;96.239;5.693;100
8904;10/18/25 11:30:00PM;6.064;128;6.775;30;5.642;95.372;5.488;100
8905;10/19/25 12:00:00AM;6.775;240;6.978;62;5.514;97.502;5.565;100
8906;10/19/25 12:30:00AM;6.166;48;7.079;18;5.308;98.323;5.591;100
8907;10/19/25 01:00:00AM;5.037;0;6.775;0;6;98.663;5.949;100
8908;10/19/25 01:30:00AM;4.207;0;6.268;0;5.642;98.83;5.975;100
8909;10/19/25 02:00:00AM;4.102;0;5.655;0;5.334;99.01;5.898;100
8910;10/19/25 02:30:00AM;4.415;0;5.347;0;5.514;98.867;5.847;100
8911;10/19/25 03:00:00AM;4.623;0;5.244;0;5.668;98.91;5.821;100
8912;10/19/25 03:30:00AM;4.102;0;5.244;0;4.61;98.951;5.796;100
8913;10/19/25 04:00:00AM;3.472;0;4.934;0;5.975;97.336;5.796;100
8914;10/19/25 04:30:00AM;4.623;0;4.831;0;5.847;97.202;5.821;100
8915;10/19/25 05:00:00AM;4.207;0;4.934;0;5.975;97.483;5.898;100
8916;10/19/25 05:30:00AM;3.893;0;4.934;0;5.847;96.563;5.796;100
8917;10/19/25 06:00:00AM;4.519;0;4.831;0;5.745;98.981;6.509;100
8918;10/19/25 06:30:00AM;3.998;0;5.244;0;6.102;99.325;6.813;100
8919;10/19/25 07:00:00AM;4.102;0;5.037;0;6.914;99.652;7.167;100
8920;10/19/25 07:30:00AM;4.623;0;5.037;0;6.763;99.755;6.965;100
8921;10/19/25 08:00:00AM;5.347;0;5.141;0;6.914;99.75;7.519;100
8922;10/19/25 08:30:00AM;5.244;0;5.45;0;6.611;99.955;7.494;100
8923;10/19/25 09:00:00AM;4.934;0;5.45;0;6.611;100;7.419;100
8924;10/19/25 09:30:00AM;4.623;0;5.347;0;6.712;100;7.82;100
8925;10/19/25 10:00:00AM;4.831;0;5.347;0;6.813;100;7.82;100
8926;10/19/25 10:30:00AM;3.893;0;5.244;0;7.419;99.966;8.02;100
8927;10/19/25 11:00:00AM;4.311;0;5.244;0;7.116;99.904;8.27;100
8928;10/19/25 11:30:00AM;4.623;0;5.244;0;7.619;99.779;8.394;100
8929;10/19/25 12:00:00PM;4.623;0;5.244;0;7.293;99.759;7.895;100
8930;10/19/25 12:30:00PM;4.727;46;5.45;7;6.737;99.942;7.82;100
8931;10/19/25 01:00:00PM;5.962;168;5.552;44;7.519;99.994;8.12;100
8932;10/19/25 01:30:00PM;6.877;416;6.37;95;6.763;99.852;7.569;100
8933;10/19/25 02:00:00PM;7.882;448;6.877;114;6.889;99.937;7.444;100
8934;10/19/25 02:30:00PM;7.782;320;6.978;62;6.712;100;7.645;100
8935;10/19/25 03:00:00PM;9.571;864;7.28;176;7.745;100;8.12;100
8936;10/19/25 03:30:00PM;8.082;320;7.381;73;7.945;99.993;7.97;100
8937;10/19/25 04:00:00PM;7.481;320;7.381;35;8.245;99.736;8.07;100
8938;10/19/25 04:30:00PM;8.182;480;7.582;107;6.864;100;8.12;100
8939;10/19/25 05:00:00PM;8.779;1152;7.983;216;6.914;100;7.569;100
8940;10/19/25 05:30:00PM;10.063;1792;8.082;304;6.051;100;7.393;100
8941;10/19/25 06:00:00PM;10.553;1920;8.481;352;5.77;100;7.116;100
8942;10/19/25 06:30:00PM;11.041;2304;8.68;480;5.872;100;7.041;100
8943;10/19/25 07:00:00PM;11.139;2304;8.779;384;5.949;100;7.015;100
8944;10/19/25 07:30:00PM;9.768;1024;8.779;320;5.847;100;6.965;100
8945;10/19/25 08:00:00PM;10.846;1792;8.481;368;5.437;100;6.661;100
8946;10/19/25 08:30:00PM;9.669;1408;8.68;336;5.719;100;6.408;100
8947;10/19/25 09:00:00PM;10.944;2048;8.68;336;6.051;99.844;6.611;100
8948;10/19/25 09:30:00PM;9.472;1152;8.382;288;5.745;100;6.611;100
8949;10/19/25 10:00:00PM;9.176;992;7.983;224;5.308;100;6.484;100
8950;10/19/25 10:30:00PM;14.134;1728;8.879;352;5.205;99.989;6.153;100
8951;10/19/25 11:00:00PM;11.722;1664;8.282;184;5.77;99.57;5.847;100
8952;10/19/25 11:30:00PM;9.373;576;8.382;168;5.642;99.073;5.514;100
8953;10/20/25 12:00:00AM;8.879;320;8.082;81;5.872;98.92;5.437;100
8954;10/20/25 12:30:00AM;7.079;43;7.481;9;5.231;97.228;5.411;100
8955;10/20/25 01:00:00AM;5.962;0;7.28;0;5.308;98.226;5.231;100
8956;10/20/25 01:30:00AM;5.962;0;7.179;0;5.205;98.197;5.024;100
8957;10/20/25 02:00:00AM;6.064;0;7.079;0;5.437;95.909;4.947;100
8958;10/20/25 02:30:00AM;6.064;0;7.079;0;5.334;95.19;4.818;100
8959;10/20/25 03:00:00AM;5.655;0;6.877;0;5.179;94.504;4.766;100
8960;10/20/25 03:30:00AM;5.347;0;6.471;0;4.74;94.287;4.61;100
8961;10/20/25 04:00:00AM;5.86;0;6.573;0;5.128;92.946;4.61;100
