n;date_hour;t_puna;ilum_puna;t_forest;ilum_forest;temp_forest;hr_forest;temp_puna;hr_puna
3637;29/06/2025 3:30;5.244;0;7.179;0;4.428;84.874;3.827;100
3638;29/06/2025 4:00;6.166;0;6.978;0;4.688;94.521;3.88;100
3639;29/06/2025 4:30;6.166;0;7.079;0;4.688;95.582;4.037;100
3640;29/06/2025 5:00;5.347;0;6.775;0;4.662;91.822;4.037;100
3641;29/06/2025 5:30;4.207;0;5.962;0;5.024;91.363;3.906;100
3642;29/06/2025 6:00;3.261;0;4.934;0;4.999;88.31;3.985;100
3643;29/06/2025 6:30;3.893;0;4.727;0;5.05;85.853;3.722;100
3644;29/06/2025 7:00;3.578;0;4.519;0;5.488;87.353;3.985;100
3645;29/06/2025 7:30;3.261;0;4.207;0;7.318;80.052;4.35;100
3646;29/06/2025 8:00;2.624;0;4.207;0;7.97;82.23;4.558;100
3647;29/06/2025 8:30;2.088;0;3.788;0;7.845;89.018;5.231;100
3648;29/06/2025 9:00;2.088;0;3.578;0;7.167;92.524;7.393;100
3649;29/06/2025 9:30;1.98;0;3.578;0;7.92;92.974;8.519;100
3650;29/06/2025 10:00;2.303;0;3.578;0;8.045;90.098;9.287;96.659
3651;29/06/2025 10:30;1.98;0;3.367;0;8.792;88.58;9.805;98.148
3652;29/06/2025 11:00;3.578;0;3.049;0;10.198;85.006;10.198;97.157
3653;29/06/2025 11:30;3.893;0;3.261;0;14.577;76.956;9.903;96.124
3654;29/06/2025 12:00;3.261;0;3.367;0;9.608;90.079;9.928;94.413
3655;29/06/2025 12:30;3.893;0;3.155;0;8.319;93.281;9.262;97.102
3656;29/06/2025 13:00;3.261;11;2.943;0;14.768;78.585;9.854;94.723
3657;29/06/2025 13:30;3.155;144;2.943;9;8.742;89.345;9.509;95.338
3658;29/06/2025 14:00;4.207;200;3.049;14;9.78;80.922;9.188;95.076
3659;29/06/2025 14:30;4.623;320;3.367;8;10.638;83.91;10.198;92.648
3660;29/06/2025 15:00;12.401;320;3.788;11;9.213;86.83;9.756;95.455
3661;29/06/2025 15:30;8.68;448;4.311;53;10.026;85.47;9.805;93.262
3662;29/06/2025 16:00;9.176;704;6.877;107;8.245;92.169;8.668;95.339
3663;29/06/2025 16:30;10.553;1280;8.282;248;7.92;92.009;8.618;96.602
3664;29/06/2025 17:00;12.594;2176;9.077;320;7.041;95.028;8.07;97.965
3665;29/06/2025 17:30;11.334;2304;9.965;256;5.796;94.52;7.619;97.939
3666;29/06/2025 18:00;14.517;1920;10.944;368;4.818;96.404;6.56;98.479
3667;29/06/2025 18:30;22.238;4352;10.455;416;4.844;96.042;5.539;98.947
3668;29/06/2025 19:00;16.713;2048;10.748;248;3.591;95.847;5.024;99.6
3669;29/06/2025 19:30;15.855;1728;9.866;216;3.38;96.472;4.792;99.87
3670;29/06/2025 20:00;15.091;1664;10.748;336;4.141;93.606;4.584;100
3671;29/06/2025 20:30;14.804;1792;10.063;184;4.402;92.055;4.48;100
3672;29/06/2025 21:00;14.613;1664;9.866;256;5.05;92.525;4.584;100
3673;29/06/2025 21:30;14.421;3584;10.063;512;4.558;91.544;4.402;100
3674;29/06/2025 22:00;15.282;2432;9.965;352;4.792;91.931;4.376;100
3675;29/06/2025 22:30;15.855;1984;10.161;272;5.128;92.27;4.818;100
3676;29/06/2025 23:00;10.455;768;9.077;120;5.102;91.66;4.999;100
3677;29/06/2025 23:30;9.472;480;8.779;69;4.973;93.902;4.818;100
3678;30/06/2025 0:00;8.182;168;8.282;14;4.973;94.349;4.714;100
3679;30/06/2025 0:30;6.37;21;7.782;1;4.895;95.466;5.024;100
3680;30/06/2025 1:00;4.519;0;7.079;0;4.376;96.405;5.024;100
3681;30/06/2025 1:30;3.578;0;6.166;0;3.67;97.233;4.74;100
3682;30/06/2025 2:00;2.303;0;5.244;0;4.792;97.082;5.05;100
3683;30/06/2025 2:30;2.195;0;4.727;0;4.61;95.93;4.818;100
3684;30/06/2025 3:00;1.98;0;4.415;0;4.61;95.831;4.35;100
3685;30/06/2025 3:30;2.41;0;4.102;0;3.749;97.255;4.141;100
3686;30/06/2025 4:00;2.837;0;3.998;0;4.558;96.748;4.298;100
3687;30/06/2025 4:30;3.472;0;3.893;0;3.985;97.029;4.454;100
3688;30/06/2025 5:00;2.943;0;3.788;0;3.221;97.641;3.696;100
3689;30/06/2025 5:30;3.261;0;4.102;0;3.854;98.157;3.512;100
3690;30/06/2025 6:00;4.102;0;4.415;0;2.903;98.082;3.958;100
3691;30/06/2025 6:30;3.998;0;4.311;0;3.38;98.144;4.48;100
3692;30/06/2025 7:00;3.472;0;4.102;0;4.688;98.295;5.05;100
3693;30/06/2025 7:30;4.102;0;4.311;0;4.558;98.161;5.024;100
3694;30/06/2025 8:00;3.261;0;4.415;0;4.194;98.398;5.024;100
3695;30/06/2025 8:30;2.624;0;4.415;0;3.801;98.094;4.818;100
3696;30/06/2025 9:00;3.683;0;4.207;0;4.662;98.457;5.334;100
3697;30/06/2025 9:30;3.998;0;4.623;0;5.437;98.481;5.924;100
3698;30/06/2025 10:00;2.837;0;3.998;0;5.821;98.272;6.509;100
3699;30/06/2025 10:30;1.872;0;3.472;0;6.026;98.036;6.864;100
3700;30/06/2025 11:00;2.517;0;3.472;0;6.357;97.981;7.343;100
3701;30/06/2025 11:30;2.943;0;3.788;0;8.866;97.74;7.318;100
3702;30/06/2025 12:00;0.563;0;3.261;0;10.492;96.383;7.77;100
3703;30/06/2025 12:30;1.439;0;2.73;0;11.029;94.907;8.02;100
3704;30/06/2025 13:00;2.195;3;3.155;0;11.37;89.321;8.891;100
3705;30/06/2025 13:30;2.943;28;3.893;2;10.369;89.646;8.344;100
3706;30/06/2025 14:00;5.037;256;4.519;34;10.198;93.568;8.17;100
3707;30/06/2025 14:30;5.45;272;5.347;34;10.026;92.553;8.27;100
3708;30/06/2025 15:00;4.727;108;5.037;12;10.467;90.967;8.841;100
3709;30/06/2025 15:30;3.998;480;5.037;72;9.879;92.412;8.469;100
3710;30/06/2025 16:00;5.655;608;5.45;99;8.717;93.714;8.419;100
3711;30/06/2025 16:30;7.079;1472;5.86;216;7.82;95.812;8.045;100
3712;30/06/2025 17:00;10.161;1728;6.877;232;8.319;94.14;7.87;100
3713;30/06/2025 17:30;9.571;1984;7.381;272;6.306;97.379;7.318;100
3714;30/06/2025 18:00;10.944;2688;7.882;512;6;98.127;6.813;100
3715;30/06/2025 18:30;15.76;2816;7.983;336;5.128;98.321;6.331;100
3716;30/06/2025 19:00;23.004;4096;9.472;464;4.947;98.755;5.334;100
3717;30/06/2025 19:30;20.901;4352;9.373;576;5.565;98.833;5.539;100
3718;30/06/2025 20:00;21.378;4608;9.472;608;5.437;98.942;5.616;100
3719;30/06/2025 20:30;23.004;4096;9.965;352;5.231;99.126;6.23;100
3720;30/06/2025 21:00;16.427;3584;9.077;368;4.714;99.222;5.975;100
3721;30/06/2025 21:30;18.426;2688;8.978;216;5.024;99.213;5.898;100
3722;30/06/2025 22:00;18.331;1728;9.571;216;5.231;99.175;6.077;100
3723;30/06/2025 22:30;14.804;1344;9.275;160;5.334;99.204;6.102;100
3724;30/06/2025 23:00;12.401;800;8.978;128;5.024;99.213;5.745;100
3725;30/06/2025 23:30;9.669;496;8.68;73;5.024;99.261;5.693;100
3726;01/07/2025 0:00;9.866;1984;8.282;65;5.102;99.308;5.821;100
3727;01/07/2025 0:30;6.674;21;7.882;1;4.792;99.316;5.693;100
3728;01/07/2025 1:00;6.573;0;7.381;0;4.766;99.381;5.565;100
3729;01/07/2025 1:30;5.552;0;6.877;0;4.766;99.381;5.591;100
3730;01/07/2025 2:00;3.893;0;5.962;0;4.766;99.381;5.565;100
3731;01/07/2025 2:30;5.347;0;5.757;0;4.714;99.39;5.411;100
3732;01/07/2025 3:00;5.141;0;5.655;0;4.402;99.422;5.231;100
3733;01/07/2025 3:30;4.311;0;6.064;0;4.869;99.459;5.334;100
3734;01/07/2025 4:00;3.893;0;6.166;0;4.74;99.47;5.308;100
3735;01/07/2025 4:30;4.311;0;6.064;0;4.766;99.478;5.462;100
3736;01/07/2025 5:00;5.347;0;6.166;0;4.662;99.496;5.462;100
3737;01/07/2025 5:30;5.552;0;6.268;0;4.662;99.544;5.488;100
3738;01/07/2025 6:00;5.45;0;6.166;0;4.532;99.556;5.462;100
3739;01/07/2025 6:30;5.347;0;5.962;0;4.714;99.511;5.385;100
3740;01/07/2025 7:00;5.347;0;6.064;0;4.532;99.507;4.947;100
3741;01/07/2025 7:30;5.037;0;5.962;0;5.668;99.468;4.921;100
3742;01/07/2025 8:00;5.037;0;5.962;0;6.839;97.526;5.539;100
3743;01/07/2025 8:30;5.037;0;5.86;0;8.295;96.987;5.77;100
3744;01/07/2025 9:00;5.037;0;5.757;0;10.712;96.241;6.737;100
3745;01/07/2025 9:30;4.934;0;5.655;0;10.443;88.909;7.419;100
3746;01/07/2025 10:00;4.415;0;5.655;0;11.686;92.466;7.469;100
3747;01/07/2025 10:30;4.831;0;5.655;0;11.443;95.271;7.97;100
3748;01/07/2025 11:00;4.727;0;5.655;0;12.582;91.45;7.97;100
3749;01/07/2025 11:30;4.934;0;5.655;0;9.952;95.255;8.145;100
3750;01/07/2025 12:00;4.831;0;5.655;0;8.593;96.321;7.645;100
3751;01/07/2025 12:30;4.934;0;5.655;0;9.114;97.261;7.82;100
3752;01/07/2025 13:00;4.727;12;5.655;1;10.198;95.649;8.344;100
3753;01/07/2025 13:30;5.037;152;5.655;18;8.717;96.804;8.095;100
3754;01/07/2025 14:00;4.831;368;5.347;43;9.262;96.602;7.945;100
3755;01/07/2025 14:30;5.552;576;5.244;43;9.336;95.946;8.095;100
3756;01/07/2025 15:00;13.558;1152;5.45;79;9.312;96.566;8.319;100
3757;01/07/2025 15:30;16.427;1728;5.86;45;9.46;96.105;8.22;100
3758;01/07/2025 16:00;14.23;1792;6.877;152;7.695;96.624;7.469;100
3759;01/07/2025 16:30;13.365;1920;7.28;208;6.99;97.814;7.091;100
3760;01/07/2025 17:00;18.521;2688;8.481;384;5.949;98.112;6.255;100
3761;01/07/2025 17:30;19.472;2560;9.275;480;5.975;98.656;6.458;100
3762;01/07/2025 18:00;23.196;3968;9.571;464;5.36;98.823;6.051;100
3763;01/07/2025 18:30;16.237;2304;9.965;320;5.334;98.986;5.719;100
3764;01/07/2025 19:00;13.75;1728;8.779;224;4.74;99.036;5.591;100
3765;01/07/2025 19:30;12.69;2944;8.978;352;4.454;99.124;5.539;100
3766;01/07/2025 20:00;19.758;2304;10.063;320;5.179;99.281;5.411;100
3767;01/07/2025 20:30;13.846;1856;8.581;240;4.921;99.28;5.076;100
3768;01/07/2025 21:00;13.942;1600;8.879;240;4.714;99.366;4.688;100
3769;01/07/2025 21:30;14.517;1408;9.669;224;5.179;99.45;4.869;100
3770;01/07/2025 22:00;14.709;1856;9.373;240;4.714;99.463;5.36;100
3771;01/07/2025 22:30;14.613;2944;8.581;272;5.076;99.566;5.514;100
3772;01/07/2025 23:00;12.013;992;8.182;176;4.454;99.437;5.231;100
3773;01/07/2025 23:30;9.472;400;7.983;61;4.428;99.526;5.076;100
3774;02/07/2025 0:00;7.28;113;7.079;13;4.376;99.511;5.205;100
3775;02/07/2025 0:30;6.268;13;6.674;1;4.011;99.575;5.231;100
3776;02/07/2025 1:00;5.86;0;6.471;0;4.22;99.442;5.076;100
3777;02/07/2025 1:30;5.244;0;6.064;0;4.48;99.637;5.102;100
3778;02/07/2025 2:00;4.727;0;6.064;0;3.722;99.564;5.076;100
3779;02/07/2025 2:30;4.102;0;5.86;0;4.22;99.563;4.895;100
3780;02/07/2025 3:00;4.727;0;5.655;0;4.115;99.581;4.558;100
3781;02/07/2025 3:30;4.102;0;5.347;0;4.089;99.381;3.985;100
3782;02/07/2025 4:00;3.472;0;4.934;0;3.958;99.055;3.801;100
3783;02/07/2025 4:30;4.207;0;5.037;0;4.35;97.422;3.485;100
3784;02/07/2025 5:00;4.623;0;5.244;0;4.246;96.491;3.932;100
3785;02/07/2025 5:30;3.578;0;5.552;0;4.714;95.022;3.854;100
3786;02/07/2025 6:00;3.788;0;5.45;0;4.714;94.23;3.775;100
3787;02/07/2025 6:30;3.578;0;5.347;0;4.662;96.238;4.532;100
3788;02/07/2025 7:00;4.311;0;5.347;0;5.796;96.204;5.024;100
3789;02/07/2025 7:30;3.683;0;5.45;0;6.763;95.526;5.591;100
3790;02/07/2025 8:00;3.998;0;5.347;0;6.99;91.997;6.102;100
3791;02/07/2025 8:30;3.893;0;5.244;0;7.293;89.909;6.153;100
3792;02/07/2025 9:00;3.683;0;5.347;0;8.469;83.09;7.945;100
3793;02/07/2025 9:30;3.472;0;5.141;0;10.418;75.924;7.92;100
3794;02/07/2025 10:00;3.155;0;4.934;0;11.565;79.303;7.97;100
3795;02/07/2025 10:30;2.517;0;4.623;0;12.751;75.125;8.319;100
3796;02/07/2025 11:00;2.624;0;3.998;0;12.727;71.741;9.632;100
3797;02/07/2025 11:30;3.155;0;3.683;0;12.243;77.551;9.608;100
3798;02/07/2025 12:00;3.578;0;3.788;0;11.589;75.334;10.124;100
3799;02/07/2025 12:30;3.367;0;3.472;0;12.63;71.154;9.435;100
3800;02/07/2025 13:00;3.683;11;3.367;0;12.219;71.613;10.467;97.03
3801;02/07/2025 13:30;3.998;84;3.788;8;12.074;74.903;8.394;99.435
3802;02/07/2025 14:00;5.86;608;4.519;106;12.485;67.753;8.891;94.644
3803;02/07/2025 14:30;8.182;608;5.655;109;10.247;76.661;8.295;92.284
3804;02/07/2025 15:00;7.782;800;6.166;117;12.461;66.016;8.12;92.95
3805;02/07/2025 15:30;8.082;960;6.471;128;10.736;76.736;7.619;94.156
3806;02/07/2025 16:00;10.748;1664;7.983;232;7.97;78.632;7.066;94.96
3807;02/07/2025 16:30;14.23;2816;8.082;368;8.543;75.644;6.408;97.259
3808;02/07/2025 17:00;20.138;2432;9.176;288;8.767;77.116;5.719;98.194
3809;02/07/2025 17:30;17.094;2560;9.275;304;5.642;84.251;5.179;99.209
3810;02/07/2025 18:00;21.091;3584;10.259;672;5.154;82.721;4.973;99.874
3811;02/07/2025 18:30;21.855;2944;10.944;608;6.128;60.579;4.298;100
3812;02/07/2025 19:00;20.329;3200;11.431;864;5.385;80.979;3.591;100
3813;02/07/2025 19:30;24.738;1920;12.98;608;5.334;80.623;3.67;100
3814;02/07/2025 20:00;24.835;2816;19.377;5120;4.558;80.607;3.617;100
3815;02/07/2025 20:30;23.004;3328;13.269;512;4.558;81.189;3.459;100
3816;02/07/2025 21:00;25.416;4096;9.472;232;3.985;82.424;3.089;100
3817;02/07/2025 21:30;21.378;6144;8.481;304;4.037;82.227;3.142;100
3818;02/07/2025 22:00;22.429;4608;7.782;224;4.454;80.636;3.142;100
3819;02/07/2025 22:30;17.475;2048;7.381;152;4.454;81.218;2.85;100
3820;02/07/2025 23:00;19.948;4352;6.877;105;4.246;78.25;2.823;100
3821;02/07/2025 23:30;16.999;3584;6.37;88;4.584;74.412;2.85;100
3822;03/07/2025 0:00;9.965;496;5.86;31;4.766;67.684;2.744;100
3823;03/07/2025 0:30;4.831;46;5.45;2;4.844;67.025;2.396;100
3824;03/07/2025 1:00;3.367;0;5.037;0;4.973;66.177;2.074;100
3825;03/07/2025 1:30;2.837;0;4.519;0;5.128;69.066;2.584;100
3826;03/07/2025 2:00;2.517;0;4.207;0;5.514;71.391;2.61;100
3827;03/07/2025 2:30;1.764;0;3.788;0;4.895;72.782;2.61;100
3828;03/07/2025 3:00;2.088;0;3.367;0;4.558;79.891;2.45;100
3829;03/07/2025 3:30;2.088;0;2.943;0;4.168;84.293;3.248;100
3830;03/07/2025 4:00;2.41;0;2.837;0;3.88;87.547;2.717;100
3831;03/07/2025 4:30;1.548;0;2.73;0;4.011;88.319;2.85;100
3832;03/07/2025 5:00;2.195;0;2.73;0;3.801;89.51;2.823;100
3833;03/07/2025 5:30;1.221;0;2.517;0;2.877;91.033;2.85;100
3834;03/07/2025 6:00;2.195;0;2.303;0;3.512;91.823;3.009;100
3835;03/07/2025 6:30;1.656;0;2.41;0;3.617;94.06;3.142;100
3836;03/07/2025 7:00;2.517;0;2.517;0;4.194;94.412;3.512;100
3837;03/07/2025 7:30;1.656;0;2.517;0;5.205;93.441;4.115;100
3838;03/07/2025 8:00;1.872;0;2.088;0;6.813;86.33;4.792;100
3839;03/07/2025 8:30;3.367;0;2.41;0;6.94;83.002;5.745;100
3840;03/07/2025 9:00;4.102;0;2.41;0;7.116;88.863;7.619;98.923
3841;03/07/2025 9:30;3.893;0;2.41;0;7.066;88.309;7.066;96.205
3842;03/07/2025 10:00;2.73;0;2.195;0;6.99;89.448;7.469;94.542
3843;03/07/2025 10:30;3.155;0;2.303;0;7.97;87.495;8.02;91.678
3844;03/07/2025 11:00;2.517;0;2.41;0;7.695;85.942;8.941;90.53
3845;03/07/2025 11:30;1.98;0;2.303;0;9.608;77.733;8.519;94.344
3846;03/07/2025 12:00;1.872;0;2.303;0;8.469;82.397;8.494;95.393
3847;03/07/2025 12:30;1.872;0;2.195;0;10.687;74.648;10.051;89.697
3848;03/07/2025 13:00;2.303;33;2.517;1;10.614;70.709;9.361;72.598
3849;03/07/2025 13:30;2.303;184;2.624;23;9.114;74.742;8.02;86.725
3850;03/07/2025 14:00;3.998;448;3.049;31;10.247;73.445;7.87;91.206
3851;03/07/2025 14:30;5.141;608;3.788;43;9.361;78.988;7.494;94.424
3852;03/07/2025 15:00;14.517;1792;4.519;66;9.262;77.932;8.245;93.868
3853;03/07/2025 15:30;14.038;2304;4.934;136;6.813;85.391;6.99;90.139
3854;03/07/2025 16:00;10.748;1920;6.674;248;10.687;57.235;6.56;83.284
3855;03/07/2025 16:30;9.965;1536;6.775;232;7.695;69.022;6.204;90.501
3856;03/07/2025 17:00;10.455;1344;7.682;224;5.847;56.071;4.662;91.922
3857;03/07/2025 17:30;13.076;1600;8.382;272;4.818;49.714;3.063;93.047
3858;03/07/2025 18:00;14.996;1920;8.382;496;4.662;43.602;2.101;94.731
3859;03/07/2025 18:30;14.23;2432;8.581;480;5.05;29.277;1.425;95.059
3860;03/07/2025 19:00;21.282;4096;9.472;1344;4.558;39.925;0.825;94.409
3861;03/07/2025 19:30;24.835;3200;17.95;1920;3.722;38.809;0.88;94.861
3862;03/07/2025 20:00;22.142;3200;18.616;7168;4.402;37.481;0.742;95.888
3863;03/07/2025 20:30;22.525;1600;11.528;448;3.985;32.373;0.439;95.563
3864;03/07/2025 21:00;26;3456;8.481;256;4.688;30.24;0.439;95.756
3865;03/07/2025 21:30;18.045;1152;7.983;121;5.231;29.261;0.356;95.54
3866;03/07/2025 22:00;23.004;4864;8.282;192;4.298;32.339;0.273;95.541
3867;03/07/2025 22:30;11.139;1152;7.481;192;4.532;32.837;0.329;94.274
3868;03/07/2025 23:00;10.748;3328;6.775;176;4.558;31.823;0.301;96.054
3869;03/07/2025 23:30;14.804;1920;6.471;144;4.506;30;0.107;95.616
3870;04/07/2025 0:00;8.978;768;5.655;78;3.617;33.919;0.107;95.037
3871;04/07/2025 0:30;3.261;79;4.102;6;4.168;35.484;0.135;95.31
3872;04/07/2025 1:00;1.548;0;2.943;0;3.932;37.899;0.163;95.679
3873;04/07/2025 1:30;0.453;0;2.303;0;3.801;39.065;0.163;96.112
3874;04/07/2025 2:00;0.343;0;1.548;0;3.67;41.275;0.218;97.229
3875;04/07/2025 2:30;-1.001;0;1.003;0;4.089;42.184;0.135;95.43
3876;04/07/2025 3:00;-1.914;0;0.784;0;4.402;42.713;0.218;94.171
3877;04/07/2025 3:30;-1.001;0;0.453;0;4.402;44.182;0.024;94.772
3878;04/07/2025 4:00;0.453;0;0.343;0;4.22;44.83;0.051;94.004
3879;04/07/2025 4:30;-1.001;0;0.232;0;4.141;45.429;-0.032;94.926
3880;04/07/2025 5:00;0.674;0;0.232;0;4.35;44.938;-0.143;95.691
3881;04/07/2025 5:30;0.784;0;0.232;0;4.246;45.077;-0.116;96.083
3882;04/07/2025 6:00;1.439;0;0.232;0;4.454;44.372;-0.116;95.65
3883;04/07/2025 6:30;0.893;0;0.121;0;4.376;45.732;-0.06;96.601
3884;04/07/2025 7:00;1.112;0;0.121;0;4.792;45.024;0.107;96.288
3885;04/07/2025 7:30;0.674;0;0.121;0;7.77;37.018;0.273;95.613
3886;04/07/2025 8:00;1.33;0;0.232;0;9.114;32.401;0.55;95.762
3887;04/07/2025 8:30;1.221;0;0.232;0;10.271;33.666;1.859;89.745
3888;04/07/2025 9:00;1.003;0;0.121;0;10.051;30.417;3.775;88.107
3889;04/07/2025 9:30;1.872;0;0.121;0;10.516;32.53;5.796;87.171
3890;04/07/2025 10:00;2.517;0;-0.102;0;10.541;31.433;7.82;75.822
3891;04/07/2025 10:30;2.624;0;-0.102;0;11.71;28.536;8.817;70.446
3892;04/07/2025 11:00;2.517;0;-0.102;0;11.929;28.357;10.858;60.399
3893;04/07/2025 11:30;2.517;0;-0.213;0;11.977;31.366;12.316;61.552
3894;04/07/2025 12:00;3.155;0;-0.213;0;11.807;36.575;13.233;66.618
3895;04/07/2025 12:30;2.837;0;-0.213;0;11.856;36.835;11.953;54.883
3896;04/07/2025 13:00;2.624;13;-0.213;0;11.807;35.646;11.175;40.73
3897;04/07/2025 13:30;2.837;83;-0.102;4;11.2;32.301;10.932;40.103
3898;04/07/2025 14:00;3.155;114;-0.102;6;10.271;33.859;10.026;42.917
3899;04/07/2025 14:30;4.727;168;0.01;8;10.198;30.138;10.247;44.903
3900;04/07/2025 15:00;17.094;1408;0.121;10;10.051;28.922;7.469;44.806
3901;04/07/2025 15:30;14.709;1664;0.563;22;9.952;25.343;6.408;50.835
3902;04/07/2025 16:00;12.98;1344;1.872;152;10.247;24.144;2.797;73.175
3903;04/07/2025 16:30;12.11;1536;3.367;176;8.369;24.207;2.236;76.078
3904;04/07/2025 17:00;12.013;1536;5.141;208;7.695;22.248;1.208;82.896
3905;04/07/2025 17:30;13.269;1600;6.775;272;4.766;24.827;0.77;85.585
3906;04/07/2025 18:00;13.942;1728;7.481;320;4.818;24.18;0.384;87.917
3907;04/07/2025 18:30;17.379;5376;8.879;496;4.766;23.687;0.163;88.662
3908;04/07/2025 19:00;20.234;1920;13.75;2304;3.985;25.904;0.107;90.538
3909;04/07/2025 19:30;21.187;12800;20.234;5120;4.376;26.322;0.107;88.948
3910;04/07/2025 20:00;21.473;8704;22.046;6400;4.714;24.921;0.051;88.634
3911;04/07/2025 20:30;22.429;14336;14.709;2304;5.179;24.5;-0.004;88.52
3912;04/07/2025 21:00;22.717;16384;8.978;232;4.895;22.846;-0.06;88.031
3913;04/07/2025 21:30;23.773;6656;8.082;152;4.037;23.7;-0.143;87.784
3914;04/07/2025 22:00;26.292;16384;6.573;122;4.688;23.551;-0.171;86.495
3915;04/07/2025 22:30;25.805;12288;4.519;109;4.818;23.952;-0.283;86.215
3916;04/07/2025 23:00;20.519;11264;3.155;111;4.428;24.119;-0.227;87.211
3917;04/07/2025 23:30;15.378;5376;2.303;96;4.844;24.214;-0.116;84.199
3918;05/07/2025 0:00;9.472;608;1.548;35;4.376;24.863;-0.283;87.323
3919;05/07/2025 0:30;2.303;77;0.893;4;4.246;26.28;-0.423;86.256
3920;05/07/2025 1:00;-0.774;0;0.343;0;4.115;27.721;-0.367;85.106
3921;05/07/2025 1:30;0.01;0;0.01;0;4.011;29.445;0.024;84.844
3922;05/07/2025 2:00;1.221;0;0.01;0;3.749;30.317;-0.311;87.692
3923;05/07/2025 2:30;1.003;0;0.121;0;3.301;32.183;-0.171;89.375
3924;05/07/2025 3:00;2.73;0;0.01;0;3.38;32;-0.116;89.687
3925;05/07/2025 3:30;3.261;0;-0.102;0;3.301;33.573;-0.004;91.348
3926;05/07/2025 4:00;3.261;0;-0.213;0;3.985;34.774;0.218;92.12
3927;05/07/2025 4:30;2.41;0;-0.213;0;3.538;40.026;0.577;92.534
3928;05/07/2025 5:00;2.517;0;-0.325;0;4.558;37.903;0.467;93.386
3929;05/07/2025 5:30;3.367;0;-0.437;0;3.749;41.683;0.384;94.289
3930;05/07/2025 6:00;2.837;0;-0.437;0;3.459;43.883;0.384;93.266
3931;05/07/2025 6:30;2.943;0;-0.549;0;4.037;44.929;0.384;93.608
3932;05/07/2025 7:00;2.195;0;-0.549;0;5.565;39.571;0.439;92.596
3933;05/07/2025 7:30;2.624;0;-0.549;0;8.792;30.696;0.632;91.417
3934;05/07/2025 8:00;2.088;0;-0.662;0;10.001;30.705;0.797;91.188
3935;05/07/2025 8:30;2.41;0;-0.662;0;14.361;28.29;1.044;92.535
3936;05/07/2025 9:00;2.195;0;-0.662;0;12.992;26.927;3.116;86.873
3937;05/07/2025 9:30;1.439;0;-0.549;0;12.437;29.775;4.558;82.295
3938;05/07/2025 10:00;1.439;0;-0.549;0;12.534;31.643;7.116;67.701
3939;05/07/2025 10:30;1.548;0;-0.325;0;13.738;31.685;9.485;56.365
3940;05/07/2025 11:00;1.98;0;-0.102;0;12.992;27.851;10.834;56.364
3941;05/07/2025 11:30;1.548;0;-0.102;0;14.026;27.702;12.243;51.866
3942;05/07/2025 12:00;0.343;0;0.01;0;13.064;28.876;12.896;54.57
3943;05/07/2025 12:30;0.893;0;-0.102;0;12.63;32.464;12.413;37.404
3944;05/07/2025 13:00;0.674;11;-0.102;0;12.678;32.469;12.001;34.346
3945;05/07/2025 13:30;1.439;83;0.01;4;11.346;33.897;11.078;36.085
3946;05/07/2025 14:00;3.683;116;-0.102;6;12.968;31.128;10.98;38.907
3947;05/07/2025 14:30;5.757;224;-0.102;10;12.074;30.071;10.173;55.397
3948;05/07/2025 15:00;16.618;1152;0.01;12;12.582;34.273;6.128;62.654
3949;05/07/2025 15:30;21.378;1472;0.232;22;12.147;35.197;3.696;71.251
3950;05/07/2025 16:00;16.903;1472;1.872;144;11.321;30.69;3.221;79.036
3951;05/07/2025 16:30;13.365;1536;3.261;168;9.163;25.449;2.61;79.166
3952;05/07/2025 17:00;13.75;1600;4.831;200;8.866;29.764;1.643;83.746
3953;05/07/2025 17:30;14.804;1728;6.674;256;5.334;26.688;1.153;85.22
3954;05/07/2025 18:00;14.9;1728;7.582;304;4.921;24.806;0.715;86.967
3955;05/07/2025 18:30;18.236;1920;8.779;480;5.179;23.978;0.384;87.464
3956;05/07/2025 19:00;23.581;2048;13.75;1152;4.714;23.781;0.246;88.483
3957;05/07/2025 19:30;21.76;10752;20.329;4096;4.869;24.184;0.107;89.372
3958;05/07/2025 20:00;23.773;13312;21.664;4096;5.282;23.299;0.107;87.068
3959;05/07/2025 20:30;22.717;15360;14.996;2048;5.642;21.847;0.024;84.462
3960;05/07/2025 21:00;28.06;13824;10.357;224;5.616;21.78;0.107;85.881
3961;05/07/2025 21:30;29.552;15872;8.779;144;5.488;20.783;-0.116;87.641
3962;05/07/2025 22:00;29.953;16384;6.877;122;5.437;20.78;-0.116;86.836
3963;05/07/2025 22:30;27.764;10240;4.207;109;4.089;24.517;-0.116;88.791
3964;05/07/2025 23:00;25.61;13312;3.261;115;3.617;27.52;-0.116;89.886
3965;05/07/2025 23:30;16.999;2944;2.624;99;5.231;24.569;-0.143;89.779
3966;06/07/2025 0:00;9.669;2304;1.872;39;5.179;24.825;-0.143;89.183
3967;06/07/2025 0:30;3.683;95;1.112;4;4.636;25.37;-0.171;88.128
3968;06/07/2025 1:00;0.453;0;0.674;0;4.818;25.319;-0.199;89.318
3969;06/07/2025 1:30;-0.774;0;0.121;0;3.142;29.498;-0.171;88.877
3970;06/07/2025 2:00;0.893;0;0.01;0;4.662;26.636;-0.143;88.784
3971;06/07/2025 2:30;1.33;0;0.01;0;3.354;28.461;-0.283;89.396
